Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,7.079999923706055,7.130000114440918,7.079999923706055,7.090000152587891,6.79899263381958,89028
2020-01-03,7.099999904632568,7.170000076293945,7.050000190734863,7.059999942779541,6.770224094390869,153143
2020-01-06,7.059999942779541,7.059999942779541,7.0,7.059999942779541,6.770224094390869,92442
2020-01-07,7.059999942779541,7.059999942779541,6.96999979019165,7.059999942779541,6.770224094390869,114257
2020-01-08,6.980000019073486,7.050000190734863,6.909999847412109,6.960000038146973,6.674328327178955,112206
2020-01-09,6.940000057220459,7.079999923706055,6.929999828338623,7.010000228881836,6.722276210784912,183743
2020-01-10,7.0,7.039999961853027,7.0,7.019999980926514,6.731865882873535,37012
2020-01-13,7.019999980926514,7.090000152587891,7.019999980926514,7.079999923706055,6.789402961730957,121950
2020-01-14,7.190000057220459,7.199999809265137,7.079999923706055,7.110000133514404,6.818171977996826,88284
2020-01-15,7.079999923706055,7.110000133514404,7.019999980926514,7.099999904632568,6.808581829071045,116310
2020-01-16,7.179999828338623,7.190000057220459,6.989999771118164,7.079999923706055,6.789402961730957,206992
2020-01-17,7.079999923706055,7.119999885559082,7.0,7.010000228881836,6.722276210784912,117607
2020-01-20,7.019999980926514,7.079999923706055,6.980000019073486,7.010000228881836,6.722276210784912,312844
2020-01-30,6.710000038146973,6.710000038146973,6.409999847412109,6.440000057220459,6.175671577453613,545345
2020-01-31,6.460000038146973,6.639999866485596,6.460000038146973,6.579999923706055,6.309925556182861,137394
2020-02-03,6.360000133514404,6.480000019073486,6.28000020980835,6.429999828338623,6.16608190536499,400111
2020-02-04,6.96999979019165,6.96999979019165,6.690000057220459,6.690000057220459,6.41541051864624,212995
2020-02-05,6.710000038146973,6.71999979019165,6.650000095367432,6.710000038146973,6.434589385986328,161365
2020-02-06,6.710000038146973,6.769999980926514,6.699999809265137,6.739999771118164,6.463357925415039,103605
2020-02-07,6.670000076293945,6.710000038146973,6.639999866485596,6.639999866485596,6.367462635040283,73151
2020-02-10,6.599999904632568,6.75,6.599999904632568,6.699999809265137,6.424999713897705,226396
2020-02-11,6.730000019073486,6.800000190734863,6.730000019073486,6.789999961853027,6.511305809020996,59075
2020-02-12,6.789999961853027,6.809999942779541,6.760000228881836,6.800000190734863,6.520895957946777,86624
2020-02-13,6.800000190734863,6.800000190734863,6.690000057220459,6.690000057220459,6.41541051864624,118020
2020-02-14,6.690000057220459,6.710000038146973,6.639999866485596,6.710000038146973,6.434589385986328,33952
2020-02-17,6.699999809265137,6.699999809265137,6.590000152587891,6.699999809265137,6.424999713897705,66385
2020-02-18,6.610000133514404,6.699999809265137,6.610000133514404,6.650000095367432,6.377052307128906,65267
2020-02-19,6.650000095367432,6.760000228881836,6.650000095367432,6.699999809265137,6.424999713897705,39122
2020-02-20,6.699999809265137,6.739999771118164,6.639999866485596,6.730000019073486,6.453768730163574,22334
2020-02-21,6.769999980926514,6.769999980926514,6.679999828338623,6.730000019073486,6.453768730163574,380002
2020-02-24,6.71999979019165,6.71999979019165,6.679999828338623,6.690000057220459,6.41541051864624,85039
2020-02-25,6.650000095367432,6.699999809265137,6.650000095367432,6.659999847412109,6.386641502380371,76384
2020-02-26,6.650000095367432,6.730000019073486,6.639999866485596,6.730000019073486,6.453768730163574,50483
2020-02-27,6.730000019073486,6.760000228881836,6.610000133514404,6.699999809265137,6.424999713897705,104643
2020-03-02,6.599999904632568,6.849999904632568,6.599999904632568,6.820000171661377,6.540074825286865,107307
2020-03-03,6.800000190734863,6.809999942779541,6.699999809265137,6.71999979019165,6.444179058074951,68034
2020-03-04,6.71999979019165,6.78000020980835,6.630000114440918,6.690000057220459,6.41541051864624,134102
2020-03-05,6.800000190734863,6.820000171661377,6.710000038146973,6.730000019073486,6.453768730163574,181511
2020-03-06,6.710000038146973,6.730000019073486,6.659999847412109,6.71999979019165,6.444179058074951,139113
2020-03-09,6.71999979019165,6.71999979019165,6.519999980926514,6.599999904632568,6.329104423522949,394275
